,comment
1292,看了up的视频，真的很感动，感动于你的坚持，感动于你的执着，感动于你说到做到的勇气，在这个视频里我不仅仅看到了up对于中国传统工艺的传承，更多地，是我看到了你由视频透露的那一份让人动容的对于所热爱的不懈追求，仿佛真的看得到你发光的灵魂
1293,世界十大奇迹之一南翔更新了
1294,@九罭迌
1295,南翔不做饭了？！
1296,看了南翔好多视频了，不多说，只能说真肝帝
1297,南翔不做饭了？！
1298,我最开始看你你是美食博主来着
1299,玩命up主。
1300,好了，我承认你就是up主里面最努力最卷的人[奋斗]
1301,那么好的墨写出来，这字属实是糟蹋了
1302,为了证实你是美食博主，所以还是吃一口吧
1303,可以卖吗[脱单doge]
1304,手怎么洗干净的？[抱拳]
1305,正品的龙泉印泥大概在12000，像这种可能要达到三万
1306,突然想起来这个假冒伪劣的美食博主
1307,是个文化博主[辣眼睛]
1308,做完盖章啊
1309,在首页看到封面的时候我还在想，这坨泥是什么吃的啊
1310,大哥你一做饭的，好好的被人带节奏去做这个？心疼你的手了??
1311,你真的是做美食的吗？[doge]
1312,子不行啊，宝
1313,天王盖地虎，南翔爱吃土。
1314,太厉害了[喜欢]
1315,难怪古代读书贵
1316,太强了
1317,你这个字儿，看起来，一般呢！
1318,[tv_疑问][tv_呆]风格怎么这样了？
1319,这不是一块普通的泥，是王维诗里的泥
1320,啊不得不说，每次看up的视频都会被up感动到，就是再麻烦也做出来的那种精神[点赞]
1321,猝
1322,所以，墨是真的能吃啊，难怪肚子里要有墨水[doge]
1323,剥童子
1324,你再把笔纸砚做出来，找个大师帮你写幅字，用你这次做的墨来写，再用上次的龙泉印泥盖章[脱单doge][脱单doge][脱单doge]
1325,主播写书法字真好，我才刚练
1326,学到了??
1327,@戚儒士 好牛
1328,好家伙
1329,不是兄弟，整个视频被一句（殴泥匠）给破防了[笑哭]
1330,药墨[妙啊]
1331,没陈年差评[嗑瓜子]
1332,没陈年差评[嗑瓜子]
1333,这是工匠精神
1334,字还得好好练练[抠鼻]
1335,升华了主题了
1336,玩命区UP主
1337,下次能练个丹吗
1338,《还好我朋友多》[妙啊]
1339,这是wc面的泥
1340,为什么我看着这么像鸦片？
1341,厉害[支持][支持]
1342,[辣眼睛]
1343,还有人记得南翔是个美食博主吗……
1344,断层是正常的，用三体里面的话解释，我们现在突然出现了技术爆炸，很多新的事物被发明了出来，可能到下一次技术爆炸还要隔个五六千年，那么现在的东西很可能会传这么久
1345,能吃不
1346,道理我都懂 所以南翔好好一个美食区UP 为什么要做一块墨？？
1347,醒醒，你是美食区up[脱单doge][脱单doge]
1348,@中国青年报
1349,做完以后拿去卖啊[呲牙]
1350,再过个几十年，这个墨啊，我感觉它就变成彻彻底底的奢侈品，千金难求了！
1351,做一下红楼梦中的豆腐
1352,已经没有朋友了
1353,今天这个必须点赞投币
1354,up主穿越古代一定能过得很好！
1355,三连已走，每次看你的视频都是一种享受
1356,我买了，孩子吃的很开心????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
1357,太难了[给心心][给心心]
1358,我还以为南翔要做能吃的墨
1359,我们歙县就是做徽墨的啊，徽墨厂就在我们学校边上[给心心]
1360,这年头墨都不用磨了
1361,我现在才发现up主是男的[辣眼睛]
1362,美食区up主，我还以为要把墨吃了
1363,某天来了一个熊孩子把那块墨玩坏了
1364,不投币良心过不去了[OK]
1365,我只想知道这么贵的墨能吃吗？
1366,你这不行啊！你得收集松香松脂来点灯制墨哦！古代最贵的墨！[doge]@南翔不爱吃饭
1367,摄影师真可怜
1368,肾虚，有时是在过度劳累之后[doge]
1369,[微笑]
1370,他的钱包是个未知数
1371,之前看过一个小说，有个女配是制墨世家，男主有次生命垂危，就拿珍藏的极品好墨化开当药吃，说墨里有珍贵的什么什么药材，就好神奇
1372,让我当你的朋友！我也想体验做这些事的过程！
1373,南翔好像真的不爱吃饭。
1374,真麻烦
1375,等等，美食博主??[脱单doge][脱单doge]
1376,这是能吃的吗
1377,要这硬币有何用[脱单doge]
1378,给你投一个币吧，看你做那么辛苦[热词系列_知识增加]
1379,辛苦辽
1380,@闲D嘞
1381,所以这玩楞可以当中药吃吗
1382,[脱单doge]《作死》
1383,徽墨都做了，再雕个歙砚吧[doge][doge]
1384,把墨的失传归结于科技的发展有些片面，墨是工具，能够让人接触到墨的只有人，看看现在所谓的大师，你有兴起去和他们去学书法吗？
1385,[三星堆]
1386,厉害了
1387,这个都是贡品，有一块好墨都可以做传家宝
1388,这个应该可以工业化，是不是碳化即可？
1389,两天没吃饭了又陌生人借点钱过度2天找条出路吗，饿的真心受不鸟了，
1390,这所谓的烟灰不就是碳嘛，直接买碳粉做不行吗[疑惑]
1391,三连回血[脱单doge][脱单doge][脱单doge]
1392,三连回血[脱单doge][脱单doge][脱单doge]
1393,你早说嘛，我家三十年烟囱坎一段给你
1394,50包邮解君愁
1395,@蚊子-学做美食 @蚊子-学做美食 你们觉得蚊子能够成功吗？啊，等着他回复我[doge]
1396,英雄可以受委屈
1397,这是南翔体
1398,桐油果可好吃了，刚去贵州山上吃了一个超级香，吃完就上吐下泻一整天
1399,这个墨真费南翔啊
1400,后面看到写千金不易，我以为接下来是赶紧投币[笑哭]
1401,龙泉印泥有了   徽墨也有了  笔纸砚来一个[脱单doge]  还有云锦也做一下[脱单doge][脱单doge][脱单doge] 搞一个非遗合集
1402,剥油桐那里BGM我都准备听唢呐声了，结果你给我换碟了？[doge][惊讶]
1403,这是又要废朋友的一天[脱单doge]
1404,[无语]我错了。好像没朋友了。
1405,能不能直接买桐油然后掺点水[思考]
1406,这还是啥奢侈品啊我靠，简直刺穿我的心灵
1407,难怪了之前看小说，说墨能救人
1408,各位b站大佬，有无知到这十几种药材分别是什么？
1409,看过一个写墨的小说，第一次知道那么多名墨，可以百度搜到图那种，还有药墨，真的厉害
1410,两三天没吃饭了饿的受不鸟了，有陌生人帮一把吗，
1411,作为一个会书法的人，看到南翔这期，真的好感动…莫名的感动
1412,剥桐子有专用工具的，小时候用过
1413,我发现你家好像是别墅[囧]
1414,龙泉印泥 桐烟徽墨 澄心堂纸 汪笔，那这些找书法大家去赏字，这一书得多少？
1415,2天没吃饭了抗不住了，有陌生人借几十过度下吗，
1416,[doge]还可以再多几个碗，不然收灰的时候还要飘走不少，心疼
1417,你这毛笔和砚台多少有点对不起这块墨，，，
1418,能不能直接用碳纳米球
1419,很棒
1420,光看封面就知道是你[脱单doge]
1421,为什么不叫朋友来帮忙呢
1422,@carlo-lam
1423,没有朋友吗 ?
1424,怎么说呢，服！
1425,外面没风？
1426,文房四宝果真是宝啊
1427,区区烟灰  烧塑料一堆[doge]
1428,桐油子，这玩意我回老家在山上当果子捡了啃了
1429,当晚上吐下泻，但挺过来了
1430,我妈知道我吃了桐油子，很诧异，和我说这是榨油用的
1431,我就问榨油那不就是能吃吗
1432,我妈很无语，说这是刷木头的，有点像清漆
1433,我震惊，因为我真的没感觉到啥味
1434,不过从那时起我的肠胃就没有之前那么好了，变得很容易出问题
1435,以后你就叫手剥童子
1436,李子柒做过，但是现在连账号都无了
1437,所以，古代的墨是真的可以吃的[doge]
1438,十年还不够断层么
1439,十年还不够断层么
1440,看到这个我想到了新工艺，烟灰主要成分是碳，并且很细，可以用木炭上球磨机，这样搞出来也很细，用水洗去无机盐，锤墨可以用搅拌机，这样应该可以大量降低成本了吧。
1441,想知道你的中药汤和后面珍珠粉等的配方，[吃瓜][吃瓜]
1442,像这种墨，绝对是好药材呀
1443,每次都发这么肝的作品。我不知道你是怎么坚持下来的。[滑稽]
1444,上次的凝香丸还有吗 赶紧给刚才那哥们来一颗
1445,直接将一张普通的宣纸。变成了10万块都不一定能买得到的。那印泥那墨水。找古玩商卖个几万估计随随便便了。
1446,普通墨也能写字，这徽墨制作大费周章，如此繁琐，除了象征意义，再没有别的了？
1447,回复 @暗影组邪魔 :这东西就不是普通人用的[笑哭]
1448,回复 @丰崎爱生0fficial :回复 @丰崎爱生0fficial :你举出天大的例子也没用，因为这些墨的尊贵，他们与普通人无缘，而我，就是普通人。
1449,就算是经过千锤百炼，万般打磨，吸日月灵气，集天地精华，留笔墨香，又有何用？
1450,当现代工业选择大量生产墨汁来延续毛笔字的文化传承的时候，这些虚华的东西就失败了。
1451,那龙泉印泥呢？
1452,送你俩圆圆的以示辛苦
1453,我寻思着你不是美食博主嘛[脱单doge]
1454,可以试试毛笔的工艺，我一定三连。
1455,啊？你这花了多久？这么湿一块墨切了镜头就硬实了？隔壁可是阴干时间按年计算的
1456,哇
1457,没啥用，自我感动罢了
1458,喜欢，希望多整整有关于国粹的活，哦不，这叫弘扬传统文化
1459,来个毛笔呗，做全套[脱单doge]
1460,千金易得:想要千金的人很容易找到
1461,一墨难求:想要墨的人找不到几个
1462,已经成顶级奢侈品了 懂了吗就不是普通人搞得玩意，普通人想着怎么活下去就已经是倾尽全力了
1463,热电厂粉煤灰能不能做
1464,这是真的会污染环境的
1465,up字再练练
1466,桐油仔可以用一个铁钩弄出来
1467,up内容不错  就是感觉说话怪怪的  又说不上来哪里怪怪的[笑哭]
1468,就朱砂稍微贵一点点，其他的都是挺便宜的。
1469,老祖宗的东西太厉害了
1470,阎王爷：你别来啊你来了我还得搭进去点…
1471,我怀疑南翔朋友已经全绝交了所以这次没叫
1472,第一个发明它的人是怎么想的？
1473,5块包邮卖我[tv_生气]
1474,好家伙，以前你做美食的时候我看都没看，这波，这波是咱感兴趣[doge]
1475,这个人是不是请很多up主吃饭，但是没多少人来不给面子的那个。
1476,下次是不是该做笔了
1477,up彭传明做过，墨块做完要阴干
1478,那烟灰就是含有特殊物质燃烧不完全产生的炭黑，可以用来做墨水，平替是炭黑加香精
1479,真心走投无路了2天没吃饭了太饿了，有陌生人借几十过度两天找条出路吗，真心没一点办法了，待缓过来了一定报答今日之恩，
1480,知道你为啥不爱吃饭了，炼这么多丹，dddd[脱单doge]
1481,支持你一个币
1482,UP主看来是需要假发了
1483,知道书法生有多馋这个吗？
1484,抱歉，直到写字之前我都以为是吃的[doge]
1485,你说话咩，我来帮忙嘛
1486,南翔啊，我觉得可以当你朋友，我闲还健康主要想体验体验
1487,我寻思烟一层层累计上去的，结块？什么原理会导致烟粒变粗？而且后面直接活成泥了
1488,居然没翻车，这不科学
1489,這人什麼都好 就是坑朋友[doge]
1490,拍卖行挂上吧。
1491,看到这个我就想起这个up@彭传明pcm 加油！传统传承的人们！
1492,博主很适合学农
1493,这么肝，不投点币都有点不好意思了
1494,还有[热词系列_三连]
1495,李子柒
1496,[脱单doge]李子柒弄没弄过不知道，彭传明我记得肯定是弄过了
1497,UP主家一定很有钱吧[笑哭][嗑瓜子]
1498,配音差评
1499,那你在买的桐油里加点水？
1500,古代百姓应该不能用这么夸张的东西吧……
1501,我竟然忘记了白嫖，并反手三连
1502,什么中药要，多少
1503,小时候一直以为出墨的是底下的砚台
1504,中国不是没有奢侈品，而是奢侈起来你想都不敢想[脱单doge]
1505,淋漓尽致
1506,up没朋友吧！[doge]
1507,我记得是可以吃的对吧？[doge]
1508,你朋友呢？
1509,第一次看到有些泪目，也看到了up传承上的初心。第一次不由自主的三连！
1510,上链接吧[doge]
1511,额  南翔不是美食up吗？  虽然身边朋友没人敢吃[doge]
1512,而且手法非常讲究，手法不外传，别问我怎么知道的
1513,你的怨种朋友呢[doge]
1514,up能做延川石液吗？[吃瓜]
1515,看吧，这就是中国的奢侈品。
1516,友友们能双击下我的头像吗 谢谢喵
1517,你不是做菜的吗[doge][doge]
1518,笔墨都做过了，纸砚还会远吗[doge]
